"title","text","rating","travelDate"
"JENNY was the best tour guide ever!","9 am came, I was about to cancel the show around from a hangover the previous night at club 360, I went half-heartedly to The Burj Al Arab and Whoa I am glad I did not cancel! I had seen the hotel from outside views the last couple of days, however, I had not been inside.
From the Lobby, Jenny introduced herself and took us to our first stop - Nathan Outlaw's seafood restaurant. Her demeanour exuded professionalism with a warm smile that made me think of her as a friend, because I found myself explaining to her that I was a bit hangover, however I was enjoying every bit of the show around. 
We went","5","2017-03"
"Amazing","4th time visiting Burj Al Arab for the famous friday brunch, and it never fails.
The most Amazing hotel, a wonderful restaurant overlooking the sea, and every kind of 1 class food; lobster, sushi, homemade juices, chocolate fountain and so on. No cheap, but worth every dirham.
We always comes back, and it is a must for us everytime we are in Dubai.","5","2017-02"
"Architecture, Design and Service!","Loved the design and style of the hotel......the suites are huge......the service caring......the views a little hazy......so much to see inside and out.....the interior fountains fascinating to watch.....food was good.

Tulemar Dave","5","2017-03"
"The best!","This hotel was amazing! We had a minor hiccup regarding check in but the GM was incredible and fixed it right away. Our room was incredible! All blue and gold and beautiful views. The butlers were for the most part very helpful. Loved the Hermes toiletries and the beautiful mosaic bathrooms. The pool was really nice. All the restaurants and room service were always consistently good. All in all, we had a great stay here.","5","2017-01"
"Another wonder of the world..","WOW WOW WOW.. What can I say. This place is so amazing, there are no words to describe the place. Set on an island a short bridge from the shore, the hotel is rates a 7 star resort. You cant even get on the bridge unless you have a reservation at the hotel or the restaurants. We were able to go to the Sky Top Restaurant on the top floor. What a view to Dubai it has. I was speechless. 
Do whatever you can to go visit this resort.","5","2016-05"
"Best Steak we've ever had!","Had to visit this iconic hotel on our trip and ate in Al Muntaha and had drinks in the Sky Bar. We had a Chateaubriand which was carved on marble at our table and it was amazing. Loved the sculpted bread too. It's a stunning building with gold lifts and surprising water fountains. A must see and taste! ","5","2016-04"
"Definition of Luxury","Excellent service and suites. Very helpful and friendly staff. Panoramic Suite was amazing with great views, different but beautiful interior that only this hotel could get away with. Would love to stay again.","5","2017-03"
"Night at the Burj","Had dinner at the Al Muntaha restaurant, the food was first class and the overall service was incredible. 

Totally wonderful evening The wine list was first class and also had drinks in the Sky Bar prior to dinner. This is a must","5","2017-03"
"stay at burj al arab dubai","I is an amazing hotel . service is amazing right from the time  you arrive at the Dubai airport , check in and through out the stay. the hotel is extremely luxurious . amazing views and great restaurants. you have a designated butler and concierge right outside your room. 7* all the way. the only issue is the price. all this comes at a price. if one can afford it , one must visit it. it is a lifetime experience.","5","2017-02"
"A place to experience","The iconic Burj Al Arab is a place beautiful to experience. It's people, the interior and the ambience too. 
The people because they have extended to us a very warmth costumer service, interior is expected as it is, its gold and beautiful collection of colors. The ambiance is great for couples, you have variety of place to sit in, relax and talk.
The food and it's presentation for me is world class.
","5","2017-02"
"5 stars!!!!!!","The minute I walked in I was greeted with a beautiful fountain surrounded with water feature. Everything was very fancy and posh. The room was amazing, well it was more like an apartment! We had a view of the sea and seen the dolphins jumping in the morning. The bathroom and beds felt very clean. The restaurant had an aquarium inside it! While we waited to get served we had sharks and fish to keep us entertained! Would love to go back.","5","2016-03"
